SEQFID	Dynamic_Annotation	Static_Annotation	HMT_ID	Genus	Species	Strain	Contigs	Size_bp
SEQF2983		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc066d02	30	1,976,024
SEQF2984		NCBI	HMT-060	Corynebacterium	pseudodiphtheriticum	kpl1995	1	2,313,371
SEQF2985		NCBI	HMT-203	Fusobacterium	sp. HMT 203	cm22	87	2,438,137
SEQF2986		NCBI	HMT-019	Corynebacterium	accolens	kpl1818	6	2,588,539
SEQF2987		NCBI	HMT-077	Corynebacterium	tuberculostearicum	og2	472	2,628,783
SEQF2988		NCBI	HMT-019	Corynebacterium	accolens	kpl1814	7	2,501,004
SEQF2989		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc074h12	76	2,810,041
SEQF2991		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc056e09	59	2,672,238
SEQF2992		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc063f04	35	2,425,142
SEQF2993		NCBI	HMT-077	Corynebacterium	tuberculostearicum	kpl1860	8	2,484,887
SEQF2994		NCBI	HMT-077	Corynebacterium	tuberculostearicum	kpl1857	4	2,489,851
SEQF2995		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc074c05	25	2,409,687
SEQF2996		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc074c04	15	2,442,160
SEQF2997		NCBI	HMT-851	Haemophilus	haemolyticus	c1	82	1,987,290
SEQF2998		NCBI	HMT-054	Corynebacterium	pilbarense	hmsc034a01	66	2,393,833
SEQF2999		NCBI	HMT-072	Corynebacterium	striatum	hmsc06c06	74	2,652,216
SEQF3001		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc074c01	75	2,693,142
SEQF3002		NCBI	HMT-062	Corynebacterium	simulans	hmsc077d03	61	2,636,380
SEQF3003		NCBI	HMT-341	Corynebacterium	coyleae	hmsc055d05	62	2,396,802
SEQF3004		NCBI	HMT-341	Corynebacterium	coyleae	hmsc070h05	79	2,411,300
SEQF3005		NCBI	HMT-062	Corynebacterium	simulans	hmsc071f07	61	2,574,878
SEQF3006		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc11h10	20	2,433,278
SEQF3007		NCBI	HMT-341	Corynebacterium	coyleae	hmsc036e10	77	2,468,155
SEQF3008		NCBI	HMT-341	Corynebacterium	coyleae	hmsc067d03	72	2,390,972
SEQF3009		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc05d03	43	2,642,799
SEQF3010		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc078c09	72	2,669,014
SEQF3011		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc61b11	71	2,150,396
SEQF3012		NCBI	HMT-031	Corynebacterium	amycolatum	hfh0082	1	2,493,224
SEQF3013		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc072b08	43	2,489,149
SEQF3014		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc072b09	64	2,484,283
SEQF3015		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc055g02	45	2,410,671
SEQF3016		NCBI	HMT-641	Haemophilus	influenzae	hmsc071c11	60	1,807,370
SEQF3017		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc074c11	23	2,456,959
SEQF3018		NCBI	HMT-202	Fusobacterium	nucleatum subsp. polymorphum	hmsc064b11	119	2,401,628
SEQF3019		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc055a01	82	2,818,382
SEQF3020		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc065h09	36	2,493,204
SEQF3022		NCBI	HMT-718	Haemophilus	parainfluenzae	hmsc71h05	21	2,024,521
SEQF3023		NCBI	HMT-047	Corynebacterium	jeikeium	hmsc058e07	67	2,223,736
SEQF3024		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc064h12	44	2,458,128
SEQF3025		NCBI	HMT-202	Fusobacterium	nucleatum subsp. polymorphum	obrc1	87	2,497,272
SEQF3026		NCBI	HMT-019	Corynebacterium	accolens	kpl1998	4	2,568,130
SEQF3027		NCBI	HMT-019	Corynebacterium	accolens	kpl1996	3	2,576,022
SEQF3028		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc061h03	47	2,482,958
SEQF3029		NCBI	HMT-062	Corynebacterium	simulans	hmsc06g04	40	2,627,043
SEQF3030		NCBI	HMT-077	Corynebacterium	tuberculostearicum	kpl1817	10	2,453,143
SEQF3031		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc077g07	37	2,430,573
SEQF3032		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc068g04	67	2,793,519
SEQF3033		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc073h12	19	2,473,368
SEQF3034		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc077g01	59	2,461,778
SEQF3035		NCBI	HMT-109	Peptoniphilus	harei	hmsc075b08	37	1,896,022
SEQF3036		NCBI	HMT-062	Corynebacterium	simulans	hmsc076d02	78	2,638,185
SEQF3037		NCBI	HMT-031	Corynebacterium	amycolatum	hmsc14h10	48	2,490,969
SEQF3038		NCBI	HMT-341	Corynebacterium	coyleae	hmsc075d04	93	2,461,261
SEQF3039		NCBI	HMT-063	Corynebacterium	singulare	hmsc078h07	89	2,768,062
SEQF3040		NCBI	HMT-207	Corynebacterium	sp. HMT 207	hmsc071b10	94	2,625,963
SEQF3041		NCBI	HMT-060	Corynebacterium	pseudodiphtheriticum	EPI_003_04_2554_SCH2473622	85	2,366,960
SEQF3042		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc072a02	92	2,753,344
SEQF3043		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc069e04	90	2,642,255
SEQF3044		NCBI	HMT-072	Corynebacterium	striatum	hmsc05d08	85	2,812,770
SEQF3045		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc035e02	91	2,767,129
SEQF3046		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc072a04	97	2,804,419
SEQF3047		NCBI	HMT-053	Corynebacterium	minutissimum	hmsc05e07	85	2,797,062
SEQF3048		NCBI	HMT-034	Corynebacterium	aurimucosum	hmsc056f09	99	2,758,830
SEQF3049		NCBI	HMT-207	Corynebacterium	sp. HMT 207	nml_120412	13	2,597,765
SEQF3050		NCBI	HMT-207	Corynebacterium	sp. HMT 207	nml_150383	22	2,527,537
