#Organism Name	Organism Groups	Strain	BioSample	BioProject	Assembly	Level	Size(Mb)	GC%	Replicons	WGS	Scaffolds	CDS	Release Date	GenBank FTP	RefSeq FTP
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	451_SPAR	SAMN03197643	PRJNA267549	GCA_001071155.1	Scaffold	2.19673	41.5	NA	JVGP01	38	2016	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/155/GCA_001071155.1_ASM107115v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/155/GCF_001071155.1_ASM107115v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BIOML-A9	SAMN11946364	PRJNA544527	GCA_009717705.1	Contig	2.10277	42.1	NA	WMZB01	49	1946	2019-11-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/717/705/GCA_009717705.1_ASM971770v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/717/705/GCF_009717705.1_ASM971770v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	540.rep1_SPAR	SAMN03197737	PRJNA267549	GCA_001071295.1	Scaffold	2.27724	41.6	NA	JVCZ01	41	2115	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/295/GCA_001071295.1_ASM107129v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/295/GCF_001071295.1_ASM107129v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	512_SPAR	SAMN03197706	PRJNA267549	GCA_001073155.1	Scaffold	2.12151	41.7	NA	JVEE01	54	1972	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/155/GCA_001073155.1_ASM107315v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/155/GCF_001073155.1_ASM107315v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	349_SPAR	SAMN03197539	PRJNA267549	GCA_001072435.1	Scaffold	2.13131	42.1	NA	JVKP01	54	1931	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/435/GCA_001072435.1_ASM107243v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/435/GCF_001072435.1_ASM107243v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	BVME8	SAMN03480630	PRJNA280655	GCA_001588805.1	Contig	2.12255	41.8	NA	LAWB01	109	1976	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/805/GCA_001588805.1_ASM158880v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/805/GCF_001588805.1_ASM158880v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	ATCC 903	SAMN00253299	PRJNA53003	GCA_000187505.1	Scaffold	2.13153	41.8	NA	AEVE01	14	1933	2011-02-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/505/GCA_000187505.1_ASM18750v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/505/GCF_000187505.1_ASM18750v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	344_SPAR	SAMN03197535	PRJNA267549	GCA_001070915.1	Scaffold	2.27781	41.5	NA	JVKT01	84	2068	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/915/GCA_001070915.1_ASM107091v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/915/GCF_001070915.1_ASM107091v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	C1A	SAMN02768894	PRJNA246621	GCA_000724645.1	Scaffold	2.03966	42	NA	JMRV01	79	1892	2014-07-08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/645/GCA_000724645.1_ASM72464v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/645/GCF_000724645.1_ASM72464v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	1287_SPAR	SAMN03197258	PRJNA267549	GCA_001070445.1	Scaffold	2.17891	41.6	NA	JVVK01	120	1990	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/445/GCA_001070445.1_ASM107044v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/445/GCF_001070445.1_ASM107044v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	139.rep1_SPAR	SAMN03197328	PRJNA267549	GCA_001070575.1	Scaffold	2.27617	41.5	NA	JVSS01	99	2136	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/575/GCA_001070575.1_ASM107057v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/575/GCF_001070575.1_ASM107057v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	540.rep2_SPAR	SAMN03197738	PRJNA267549	GCA_001076955.1	Scaffold	2.27466	41.6	NA	JVCY01	80	2119	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/955/GCA_001076955.1_ASM107695v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/955/GCF_001076955.1_ASM107695v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	318_SPAR	SAMN03197508	PRJNA267549	GCA_001072295.1	Scaffold	2.09203	42.1	NA	JVLU01	109	1931	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/295/GCA_001072295.1_ASM107229v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/295/GCF_001072295.1_ASM107229v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	139.rep2_SPAR	SAMN03197329	PRJNA267549	GCA_001069785.1	Scaffold	2.26867	41.5	NA	JVSR01	114	2123	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/785/GCA_001069785.1_ASM106978v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/785/GCF_001069785.1_ASM106978v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	65_SPAR	SAMN03197851	PRJNA267549	GCA_001073735.1	Contig	2.10578	42	NA	JUYP01	121	1943	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/735/GCA_001073735.1_ASM107373v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/735/GCF_001073735.1_ASM107373v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	POW10	SAMN03480701	PRJNA280685	GCA_001588725.1	Contig	2.04242	41.9	NA	LAWO01	117	1875	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/725/GCA_001588725.1_ASM158872v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/725/GCF_001588725.1_ASM158872v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	766_SPAR	SAMN03197975	PRJNA267549	GCA_001074295.1	Contig	2.22685	41.3	NA	JUTV01	173	2013	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/295/GCA_001074295.1_ASM107429v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/295/GCF_001074295.1_ASM107429v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	F0449	SAMN00761820	PRJNA75149	GCA_000260695.1	Contig	2.08233	41.9	NA	AJMV01	134	1898	2012-04-30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/695/GCA_000260695.1_SparasanguinisF0449v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/695/GCF_000260695.1_SparasanguinisF0449v1.0
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	889_SPAR	SAMN03198095	PRJNA267549	GCA_001074855.1	Contig	2.10931	41.7	NA	JUPF01	180	1932	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/855/GCA_001074855.1_ASM107485v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/855/GCF_001074855.1_ASM107485v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	392_SPAR	SAMN03197583	PRJNA267549	GCA_001071035.1	Contig	2.1505	41.7	NA	JVIX01	171	1991	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/035/GCA_001071035.1_ASM107103v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/035/GCF_001071035.1_ASM107103v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	886_SPAR	SAMN03198092	PRJNA267549	GCA_001074805.1	Contig	2.18548	41.6	NA	JUPI01	158	2038	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/805/GCA_001074805.1_ASM107480v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/805/GCF_001074805.1_ASM107480v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	DD19	SAMN04325031	PRJNA304333	GCA_001578955.1	Scaffold	2.28706	41.8	NA	LQNY01	116	1926	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/955/GCA_001578955.1_ASM157895v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/955/GCF_001578955.1_ASM157895v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	AM27-45	SAMN09736362	PRJNA482748	GCA_003469565.1	Contig	2.05962	41.8	NA	QSKM01	40	1666	2018-09-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/565/GCA_003469565.1_ASM346956v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/565/GCF_003469565.1_ASM346956v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	AF42-15	SAMN09734699	PRJNA482748	GCA_003474485.1	Contig	2.03667	42.3	NA	QRNU01	41	1702	2018-09-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/474/485/GCA_003474485.1_ASM347448v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/474/485/GCF_003474485.1_ASM347448v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	TF04-5-2	SAMN09736870	PRJNA482748	GCA_003437975.1	Contig	2.02917	42.4	NA	QSST01	85	1621	2018-08-31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/437/975/GCA_003437975.1_ASM343797v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/437/975/GCF_003437975.1_ASM343797v1
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	348_SPAR	SAMN03197538	PRJNA267549	GCA_001072395.1	Scaffold	4.33776	52.2	NA	JVKQ01	505	0	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/395/GCA_001072395.1_ASM107239v1	NA
Streptococcus parasanguinis	Bacteria;Terrabacteria group;Firmicutes	NA	SAMN02316559	PRJNA221495	GCA_000508565.1	Scaffold	2.82531	40.6791	plasmid pSPPPL_DORA_A_5_14_21:AZMG01001431.1	AZMG01	1431	3644	2013-12-16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/565/GCA_000508565.1_Strpp_DORA_23_24_velvet_1.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/565/GCF_000508565.1_Strpp_DORA_23_24_velvet_1.1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	NCTC11086	SAMEA3649033	PRJEB6403	GCA_900475275.1	Complete	2.33139	43.4	chromosome 1:NZ_LS483364.1/LS483364.1	NA	1	2155	2018-06-17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/275/GCA_900475275.1_42685_F01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/275/GCF_900475275.1_42685_F01
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	NCTC7863	SAMEA3672886	PRJEB6403	GCA_900475505.1	Complete	2.29693	43.3	chromosome 1:NZ_LS483385.1/LS483385.1	NA	1	2146	2018-06-17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/505/GCA_900475505.1_42925_G01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/505/GCF_900475505.1_42925_G01
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	NCTC11085	SAMEA3632064	PRJEB6403	GCA_900475045.1	Complete	2.44953	43	chromosome 1:NZ_LS483346.1/LS483346.1	NA	1	2276	2018-06-17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/045/GCA_900475045.1_42290_B02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/045/GCF_900475045.1_42290_B02
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK36	SAMN02604299	PRJNA13942	GCA_000014205.1	Complete	2.38843	43.4	chromosome:NC_009009.1/CP000387.1	NA	1	2226	2007-02-09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/205/GCA_000014205.1_ASM1420v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/205/GCF_000014205.1_ASM1420v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	NCTC 10904	SAMEA3307890	PRJEB6403	GCA_900635155.1	Complete	2.36022	43.3	chromosome 1:NZ_LR134002.1/LR134002.1	NA	1	2182	2018-12-19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/155/GCA_900635155.1_36725_F02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/155/GCF_900635155.1_36725_F02
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	FDAARGOS_770	SAMN11056485	PRJNA231221	GCA_013343115.1	Complete	2.35885	43.3	chromosome:NZ_CP054570.1/CP054570.1	NA	1	2174	2020-06-15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/343/115/GCA_013343115.1_ASM1334311v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/343/115/GCF_013343115.1_ASM1334311v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	CGMH058	SAMN11579693	PRJNA541204	GCA_013378355.1	Complete	2.34257	43	chromosome:NZ_CP040798.1/CP040798.1	NA	1	2115	2020-07-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/378/355/GCA_013378355.1_ASM1337835v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/378/355/GCF_013378355.1_ASM1337835v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK1	SAMN00253318	PRJNA53155	GCA_000194945.1	Scaffold	2.28048	43.3	NA	AFAZ01	7	2136	2011-04-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/945/GCA_000194945.1_ASM19494v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/945/GCF_000194945.1_ASM19494v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	NCTC 7863	SAMN03480625	PRJNA280651	GCA_001593525.1	Contig	2.30261	43.3	NA	LBFD01	110	2174	2016-03-17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/525/GCA_001593525.1_ASM159352v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/525/GCF_001593525.1_ASM159352v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	OH0843	SAMN13850658	PRJNA192961	GCA_009932775.1	Contig	2.45471	43	NA	APLR01	3	2285	2020-01-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/932/775/GCA_009932775.1_ASM993277v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/932/775/GCF_009932775.1_ASM993277v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	2908	SAMEA3207422	PRJEB7884	GCA_001078705.1	Scaffold	2.30861	43.3	NA	CDMW01	1	2133	2015-01-19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/705/GCA_001078705.1_Streptococcus_sanguinis_2908	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/705/GCF_001078705.1_Streptococcus_sanguinis_2908
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	KLC04	SAMN09631780	PRJNA480251	GCA_003944465.1	Contig	2.36619	43.1	NA	RJMK01	76	2226	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/465/GCA_003944465.1_ASM394446v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/465/GCF_003944465.1_ASM394446v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK678	SAMN00253312	PRJNA53179	GCA_000191125.1	Scaffold	2.29872	43.3	NA	AEXA01	4	2144	2011-03-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/125/GCA_000191125.1_ASM19112v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/125/GCF_000191125.1_ASM19112v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK330	SAMN00253320	PRJNA53167	GCA_000195025.1	Scaffold	2.41567	43	NA	AFBD01	11	2257	2011-04-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/025/GCA_000195025.1_ASM19502v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/025/GCF_000195025.1_ASM19502v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	S138	SAMN14209003	PRJNA608797	GCA_012911545.1	Contig	2.35075	43.2	NA	JAALOC01	17	2215	2020-04-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/911/545/GCA_012911545.1_ASM1291154v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/911/545/GCF_012911545.1_ASM1291154v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCC61	SAMN09631766	PRJNA480251	GCA_003942405.1	Contig	2.37952	43.1	NA	RJMY01	14	2226	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/405/GCA_003942405.1_ASM394240v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/405/GCF_003942405.1_ASM394240v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK1056	SAMN00253325	PRJNA53181	GCA_000212835.1	Scaffold	2.37669	43.1	NA	AFFL01	3	2199	2011-05-09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/835/GCA_000212835.1_ASM21283v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/835/GCF_000212835.1_ASM21283v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK405	SAMN00253311	PRJNA53175	GCA_000191105.1	Scaffold	2.29829	43.3	NA	AEWZ01	9	2166	2011-03-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/105/GCA_000191105.1_ASM19110v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/105/GCF_000191105.1_ASM19110v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK408	SAMN00253319	PRJNA53177	GCA_000195045.1	Scaffold	2.39857	42.8	NA	AFBE01	6	2244	2011-04-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/045/GCA_000195045.1_ASM19504v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/045/GCF_000195045.1_ASM19504v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCC37	SAMN09631761	PRJNA480251	GCA_003942485.1	Contig	2.38689	43.1	NA	RJND01	27	2265	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/485/GCA_003942485.1_ASM394248v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/485/GCF_003942485.1_ASM394248v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	S28	SAMN12139124	PRJNA551103	GCA_008329445.1	Contig	2.36775	43.1	NA	VIBR01	10	2232	2019-09-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/329/445/GCA_008329445.1_ASM832944v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/329/445/GCF_008329445.1_ASM832944v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	PJM8	SAMN03480699	PRJNA280681	GCA_001589015.1	Contig	2.3679	43.2	NA	LAYH01	162	2247	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/589/015/GCA_001589015.1_ASM158901v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/589/015/GCF_001589015.1_ASM158901v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	FSS4	SAMN03480635	PRJNA280669	GCA_001588875.1	Contig	2.31267	43.2	NA	LAWE01	63	2193	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/875/GCA_001588875.1_ASM158887v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/875/GCF_001588875.1_ASM158887v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCA3	SAMN09631783	PRJNA480251	GCA_003944415.1	Contig	2.33834	43.3	NA	RJMH01	17	2191	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/415/GCA_003944415.1_ASM394441v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/415/GCF_003944415.1_ASM394441v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCC23	SAMN09631774	PRJNA480251	GCA_003943715.1	Contig	2.38233	43.4	NA	RJMQ01	23	2237	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/715/GCA_003943715.1_ASM394371v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/715/GCF_003943715.1_ASM394371v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCC54	SAMN09631765	PRJNA480251	GCA_003943785.1	Contig	2.47088	42.9	NA	RJMZ01	21	2352	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/785/GCA_003943785.1_ASM394378v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/785/GCF_003943785.1_ASM394378v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	MB451	SAMN03480686	PRJNA280678	GCA_001588715.1	Contig	2.45276	42.9	NA	LAWK01	27	2317	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/715/GCA_001588715.1_ASM158871v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/715/GCF_001588715.1_ASM158871v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK353	SAMN00253310	PRJNA53171	GCA_000191085.1	Scaffold	2.30108	43.4	NA	AEWY01	3	2170	2011-03-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/085/GCA_000191085.1_ASM19108v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/085/GCF_000191085.1_ASM19108v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCC24	SAMN09631775	PRJNA480251	GCA_003942265.1	Contig	2.31336	43.1	NA	RJMP01	15	2192	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/265/GCA_003942265.1_ASM394226v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/265/GCF_003942265.1_ASM394226v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCA13	SAMN09631784	PRJNA480251	GCA_003944405.1	Contig	2.35932	43.3	NA	RJMG01	20	2193	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/405/GCA_003944405.1_ASM394440v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/405/GCF_003944405.1_ASM394440v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	VMC66	SAMN00253296	PRJNA53191	GCA_000188275.1	Scaffold	2.31945	43.3	NA	AEVH01	5	2157	2011-02-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/275/GCA_000188275.1_ASM18827v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/275/GCF_000188275.1_ASM18827v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	CC94A	SAMN01162043	PRJNA71581	GCA_000507745.1	Scaffold	2.50704	42.9	NA	AZJC01	7	2346	2013-12-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/745/GCA_000507745.1_Stre_sang_CC94A_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/745/GCF_000507745.1_Stre_sang_CC94A_V1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	FSS9	SAMN03480643	PRJNA280671	GCA_001588895.1	Contig	2.42926	43.1	NA	LAWG01	20	2314	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/895/GCA_001588895.1_ASM158889v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/895/GCF_001588895.1_ASM158889v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK1057	SAMN00253315	PRJNA53183	GCA_000194965.1	Scaffold	2.34878	43.3	NA	AFBA01	5	2224	2011-04-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/965/GCA_000194965.1_ASM19496v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/965/GCF_000194965.1_ASM19496v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	SK72	SAMN00253313	PRJNA53159	GCA_000192185.1	Scaffold	2.37601	43.3	NA	AEXV01	6	2234	2011-03-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/185/GCA_000192185.1_ASM19218v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/185/GCF_000192185.1_ASM19218v1
Streptococcus sanguinis	Bacteria;Terrabacteria group;Firmicutes	BCC28	SAMN09631777	PRJNA480251	GCA_003942275.1	Contig	2.38096	43.1	NA	RJMN01	21	2255	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/275/GCA_003942275.1_ASM394227v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/275/GCF_003942275.1_ASM394227v1
